,Name,ICAO,Callsign,Country,Active
1158,Aerotransportes Privados,PVA,TRANSPRIVADO,Mexico,N
1159,Aereo Taxi Paraza,PZA,AEREO PARAZA,Mexico,N
1160,Air Class Lineas Aereas,QCL,ACLA,Uruguay,N
1161,Aviation Consultancy Office,QEA,,Australia,N
1162,Aero Taxi,QAT,AIR QUASAR,Canada,N
1163,Aero Taxi Aviation,QKC,QUAKER CITY,United States,N
1164,Aviation Quebec Labrador,QLA,QUEBEC LABRADOR,Canada,N
1165,African Safari Airways,QSC,ZEBRA,Kenya,N
1166,Aero Quimmco,QUI,QUIMMCO,Mexico,N
1167,Alada,RAD,AIR ALADA,Angola,N
1168,Aerotur-Air,RAI,DIASA,Kazakhstan,N
1169,Air Center Helicopters,RAP,RAPTOR,United States,N
1170,Aur Rum Benin,RBE,RUM BENIN,Benin,N
1171,Aeroserivios Del Bajio,RBJ,AEROBAJIO,Mexico,N
1172,Airbus France,RBU,AIRBUS FRANCE,France,N
1173,Air Roberval,RBV,AIR ROBERVAL,Canada,N
1174,Arubaexel,RBX,ARUBA,Aruba,N
1175,Air Charters Eelde,RCC,RACER,Netherlands,N
1176,Aerocer,RCE,AEROCER,Mexico,N
1177,Aeroflot-Cargo,RCF,AEROFLOT-CARGO,Russia,N
1178,Air Mobility Command,RCH,REACH,United States,N
1179,Air Cassai,RCI,AIR CASSAI,Angola,N
1180,Aero Renta De Coahuila,RCO,AEROCOAHUILA,Mexico,N
1181,Aerocorp,RCP,AEROCORPSA,Mexico,N
1182,Aerolineas Regionales,RCQ,REGIONAL CARGO,Mexico,N
1183,Atlantic S.L.,RCU,AIR COURIER,Spain,N
1184,Air Service Center,RCX,SERVICE CENTER,Italy,N
1185,Adygeya Airlines,RDD,ADLINES,Russia,N
1186,Air Ada,RDM,AIR ADA,Mauritania,N
1187,Aer Arann,REA,AER ARANN,Ireland,Y
1188,Aero-Rent,REN,AERORENT,Mexico,N
1189,Australian Maritime Safety Authority,RES,RESCUE,Australia,N
1190,Air Austral,REU,REUNION,France,Y
1191,Aero-Rey,REY,AEROREY,Mexico,N
1192,Aero Africa,RFC,AERO AFRICA,Swaziland,N
1193,Aerotransportes Rafilher,RFD,RAFHILER,Mexico,N
1194,Argo,RGO,ARGOS,Dominican Republic,N
1195,Airbourne School of Flying,RGT,AIRGOAT,United Kingdom,N
1196,Air Archipels,RHL,ARCHIPELS,France,N
1197,Aviation Ministry of the Interior of the Russian Federation,RIF,INTERMIN AVIA,Russian Federation,N
1198,Aeris Gestion,RIS,AERIS,Spain,N
1199,Asian Spirit,RIT,ASIAN SPIRIT,Philippines,Y
1200,Aeroservicios Jet,RJS,ASERJET,Mexico,N
1201,Air Afrique,RKA,AIRAFRIC,Ivory Coast,Y
1202,Airlinair,RLA,AIRLINAIR,France,Y
1203,Air Nelson,RLK,,New Zealand,N
1204,Air Leone,RLL,AEROLEONE,Sierra Leone,N
1205,Aero Lanka,RLN,AERO LANKA,Sri Lanka,Y
1206,Air Alize,RLZ,ALIZE,France,N
1207,Air Amder,RMD,AIR AMDER,Mauritania,N
1208,Armenian Airlines,RME,ARMENIAN,Armenia,N
1209,Armenian International Airways,RML,,Armenia,N
1210,Arm-Aero,RMO,ARM-AERO,Armenia,N
1211,Air Max,RMX,AEROMAX,Bulgaria,N
1212,Air Salone,RNE,AIR SALONE,Sierra Leone,Y
1213,Aeronem Air Cargo,RNM,AEROMNEM,Ecuador,N
1214,Air Cargo Masters,RNR,RUNNER,United States,N
1215,Armavia,RNV,ARMAVIA,Armenia,Y
1216,Aeroeste,ROE,ESTE-BOLIVIA,Bolivia,N
1217,Aero Gen,ROH,AEROGEN,Mexico,N
1218,Avior Airlines,ROI,AVIOR,Venezuela,N
1219,Aeroel Airways,ROL,AEROEL,Israel,N
1220,Aeromar,ROM,BRAVO QUEBEC,Dominican Republic,N
1221,Aeroitalia,ROO,AEROITALIA,Italy,N
1222,Aerodan,ROD,AERODAN,Mexico,N
1223,AeroRep,RPB,AEROREPUBLICA,Colombia,Y
1224,Aerolineas Del Pacifico,RPC,AEROPACSA,Ecuador,N
1225,Aero Roca,RRC,AEROROCA,Mexico,N
1226,Aerotransportes Internacionales De Torreon,RRE,AERO TORREON,Mexico,N
1227,Acvila Air-Romanian Carrier,RRM,AIR ROMANIA,Romania,N
1228,Aerolineas Ejecutivas Tarascas,RSC,TARASCAS,Mexico,N
1229,Aero-Service,RSR,CONGOSERV,Republic of the Congo,Y
1230,Aerosur,RSU,AEROSUR,Bolivia,Y
1231,Aeronorte,RTE,LUZAVIA,Portugal,Y
1232,Artis,RTH,ARTHELICO,France,N
1233,Arhabaev Tourism Airlines,RTO,ARTOAIR,Kazakhstan,N
1234,Air Turquoise,RTQ,TURQUOISE,France,N
1235,Aerotucan,RTU,AEROTUCAN,Mexico,N
1236,Air Anastasia,RUD,ANASTASIA,Ukraine,N
1237,Air Rum,RUM,AIR RUM,Sierra Leone,N
1238,ACT Havayollari,RUN,CARGO TURK,Turkey,N
1239,Air VIP,RVP,AEROVIP,Portugal,N
1240,Aircompany Veteran,RVT,AIR-VET,Armenia,N
1241,Alliance Express Rwanda,RWB,,Rwanda,N
1242,Arrow Ecuador Arrowec,RWC,ARROWEC,Ecuador,N
1243,Aerogroup 98 Limited,RWY,TYNWALD,United Kingdom,N
1244,Aeroxtra,RXT,AERO-EXTRA,Mexico,N
1245,Express Air Charter,RXX,REX AIR,Canada,N
1246,Air Whitsunday,RWS,,Australia,N
1247,Aero Zambia,RZL,AERO ZAMBIA,Zambia,N
1248,Aero Zano,RZN,ZANO,Mexico,N
1249,Anoka Air Charter,RZZ,RED ZONE,United States,N
1250,Aerosaab,SBH,AEROSAAB,Mexico,N
1251,Associated Aviation,SCD,ASSOCIATED,Nigeria,N
1252,American Jet International,SCM,SCREAMER,United States,N
1253,Air Santo Domingo,SDO,AERO DOMINGO,Dominican Republic,N
1254,Aero Sudpacifico,SDP,SUDPACIFICO,Mexico,N
1255,Aero Servicios Ejecutivas Del Pacifico,SEF,SERVIPACIFICO,Mexico,N
1256,Aero California,SER,AEROCALIFORNIA,Mexico,N
1257,A-Safar Air Services,SFM,AIR SAFAR,Nigeria,N
1258,Aerosegovia,SGV,SEGOVIA,Nicaragua,N
1259,Airshare Holdings,SHH,AIRSHARE,United Kingdom,N
1260,Aerosiyusa,SIY,SIYUSA,Mexico,N
1261,Aero Silza,SIZ,AEROSILZA,Mexico,N
1262,Air San Juan,SJN,SAN JUAN,United States,N
1263,Aero-North Aviation Services,SKP,SKIPPER,Canada,N
1264,Aero Sami,SMI,SAMI,Mexico,N
1265,Avient Aviation,SMJ,AVAVIA,Zimbabwe,Y
1266,Aerolineas Sol,SOD,ALSOL,Mexico,N
1267,Air Soleil,SOE,AIR SOLEIL,Mauritania,N
1268,Aero Soga,SOG,AEROSOGA,Guinea-Bissau,N
1269,Airspeed Aviation,SPD,SPEEDLINE,Canada,N
1270,Air Service,SPJ,AIR SKOPJE,Macedonia,N
1271,Aeroservicios Ejecutivos Del Pacifico,SPO,EJECTUIV PACIFICO,Mexico,N
1272,Asian Aerospace Service,SPY,THAI SPACE,Thailand,N
1273,Airworld,SPZ,SPEED SERVICE,South Africa,N
1274,Alsaqer Aviation,SQR,ALSAQER AVIATION,Libya,N
1275,Air Safaris and Services,SRI,AIRSAFARI,New Zealand,N
1276,Aero Servicio Corporativo,SRV,SERVICORP,Mexico,N
1277,Air Sultan,SSL,SIERRA SULTAN,Sierra Leone,N
1278,Aero 1 Pro-Jet,SSM,RAPID,Canada,N
1279,Airquarius Air Charter,SSN,SUNSTREAM,South Africa,N
1280,Aeropac,STK,SAT PAK,United States,N
1281,Air St. Thomas,STT,PARADISE,United States,N
1282,Aerolineas Del Sureste,SUE,AEROSURESTE,Mexico,N
1283,Aerial Surveys (1980) Limited,SUY,SURVEY,New Zealand,N
1284,Air Slovakia,SVK,SLOVAKIA,Slovakia,N
1285,Adler Aviation,SWH,SHOCKWAVE,Canada,N
1286,Aircompany Yakutia,SYL,AIR YAKUTIA,Russia,Y
1287,Aerosud Aviation,SYT,SKYTRACK,South Africa,N
1288,Aeroservicios de La Costa,TAA,AERO COSTA,Mexico,N
1289,Aeromar,TAO,TRANS-AEROMAR,Mexico,Y
1290,Aerotrebol,TBL,AEROTREBOL,Mexico,N
1291,Aero Taxi de Los Cabos,TBO,AERO CABOS,Mexico,N
1292,Air Turks and Caicos,TCI,KERRMONT,Turks and Caicos Islands,N
1293,Aerotranscolombina de Carga,TCO,TRANSCOLOMBIA,Colombia,N
1294,Air Cargo Express,TDG,TURBO DOG,United States,N
1295,Atlas Helicopters,TDT,TRIDENT,United Kingdom,N
1296,Air Today,TDY,AIR TODAY,United States,N
1297,Aero Servicios Azteca,TED,AEROAZTECA,Mexico,N
1298,Arkefly,TFL,ARKEFLY,Netherlands,Y
1299,Antair,TIR,ANTAIR,Mexico,N
1300,Atlantique Air Assistance,TLB,TRIPLE-A,France,N
1301,Aero Taxi Autlan,TLD,AEREO AUTLAN,Mexico,N
1302,Aero Util,TLE,AEROUTIL,Mexico,N
1303,Aero Toluca Internactional,TLU,AEROTOLUCA,Mexico,N
1304,Aero Taxi del Centro de Mexico,TME,TAXICENTRO,Mexico,N
1305,Aerotropical,TOC,TROPICMEX,Mexico,N
1306,Air Tomisko,TOH,TOMISKO CARGO,Serbia,N
1307,Airlines PNG,TOK,BALUS,Papua New Guinea,Y
1308,Aero Tanala,TON,AEROTANALA,Mexico,N
1309,Aero Tropical,TPB,AERO TROPICAL,Angola,N
1310,Air Cal,TPC,AIRCAL,France,N
1311,Air Horizon,TPK,TCHAD-HORIZON,Chad,N
1312,Aero Taxi del Potosi,TPO,TAXI-POTOSI,Mexico,N
1313,Aeroturquesa,TQS,AEROTURQUESA,Mexico,N
1314,Airmark Aviation,TRH,TRANSTAR,United States,N
1315,AirTran Airways,TRS,CITRUS,United States,Y
1316,Air Transat,TSC,TRANSAT,Canada,Y
1317,airtransse,TSQ,AIRTRA,Japan,N
1318,Aerolineas Turisticas del Caribe,TTB,AERO TURISTICAS,Mexico,N
1319,Avcenter,TTE,TETON,United States,N
1320,Air Tungaru,TUN,TUNGARU,Kiribati,N
1321,Avialeasing Aviation Company,TWN,TWINARROW,Uzbekistan,Y
1322,Aerotaxis del Noroeste,TXD,TAXI OESTE,Mexico,N
1323,Aerotaxis Alfe,TXF,ALFE,Mexico,N
1324,Aereotaxis,TXI,AEREOTAXIS,Mexico,N
1325,Tyrolean Airways,TYR,TYROLEAN,Austria,Y
1326,Aero Tomza,TZA,AERO TOMZA,Mexico,N
1327,Air Zambezi,TZT,ZAMBEZI,Zimbabwe,N
1328,Afra Airlines,UAG,AFRALINE,Ghana,N
1329,Aerostar Airlines,UAR,AEROSTAR,Ukraine,N
1330,Air Division of the Eastern Kazakhstan Region,UCK,GALETA,Kazakhstan,N
1331,Aero-Charter Ukraine,UCR,CHARTER UKRAINE,Ukraine,N
1332,Air LA,UED,AIR L-A,United States,N
1333,Air Ukraine,UKR,AIR UKRAINE,Ukraine,N
1334,Air Umbria,UMB,AIR UMBRIA,Italy,N
1335,Atuneros Unidos de California,UND,ATUNEROS UNIDOS,Mexico,N
1336,Aeroclub Flaps,FLP,AEROCLUB FLAPS,Spain,N
1337,Aerolineas Galapagos (Aerogal),GLG,AEROGAL,Ecuador,Y
1338,Air Castle Corporation / Global Airways,GLB,GLO-AIR,United States,N
1339,Alrosa Mirny Air Enterprise,DRU,MIRNY,Russia,Y
1340,Bearing Supplies Limited,PVO,PROVOST,United Kingdom,N
1341,Balkan Agro Aviation,BAA,BALKAN AGRO,Bulgaria,N
1342,Bahrain Air BSC (Closed),BAB,AWAL,Bahrain,N
1343,BAC Leasing Limited,BAC, ,United Kingdom,N
1344,BAE Systems,BAE,FELIX,United Kingdom,N
1345,Belgian Air Force,BAF,BELGIAN AIRFORCE,Belgium,N
1346,Baker Aviation,BAJ,BAKER AVIATION,United States,N
1347,Blackhawk Airways,BAK,BLACKHAWK,United States,N
1348,Britannia Airways,BAL,BRITANNIA,United Kingdom,N
1349,Business Air Services,BAM,BUSINESS AIR,Canada,N
1350,British Antarctic Survey,BAN,PENGUIN,United Kingdom,N
1351,Bradly Air (Charter) Services,BAR,BRADLEY,Canada,N
1352,Bissau Airlines,BAU,AIR BISSAU,Guinea-Bissau,N
1353,Bay Aviation Ltd,BAV,BAY AIR,Bangladesh,N
1354,British Airways,BAW,SPEEDBIRD,United Kingdom,Y
1355,Best Aero Handling Ltd,BAX,,Russia,N
1356,Bayon Airlines,BAY,BAYON,Cambodia,N
1357,Bannert Air,BBA,BANAIR,Austria,N
1358,Biman Bangladesh Airlines,BBC,BANGLADESH,Bangladesh,Y
1359,Bluebird Cargo,BBD,BLUE CARGO,Iceland,N
1360,Beibars CJSC,BBS,BEIBARS,Kazakhstan,N
1361,Bravo Airlines,BBV,BRAVO EUROPE,Spain,N
1362,Blue Bird Aviation,BBZ,COBRA,Kenya,N
1363,BACH Flugbetriebsges,BCF,BACH,Austria,N
1364,Blue Islands,BCI,BLUE ISLAND,United Kingdom,N
1365,British Caribbean Airways,BCL,,United Kingdom,N
1366,British Charter,BCR,BACKER,United Kingdom,N
1367,BCT Aviation,BCT,BOBCAT,United Kingdom,N
1368,Business Aviation Center,BCV,BUSINESS AVIATION,Ukraine,N
1369,Blue Dart Aviation,BDA,BLUE DART,India,N
1370,B&H Airlines,BON,Air Bosna,Bosnia and Herzegovina,N
1371,Bissau Discovery Flying Club,BDF,BISSAU DISCOVERY,Guinea-Bissau,N
1372,Belgian Army,AYB,BELGIAN ARMY,Belgium,N
1373,Badr Airlines,BDR,BADR AIR,Sudan,N
1374,Best Aviation Ltd,BEA,BEST AIR,Bangladesh,N
1375,Belgorod Aviation Enterprise,BED,BELOGORYE,Russia,N
1376,Bar Harbor Airlines,AJC,BAR HARBOR,United States,N
1377,Balear Express,BEF,BALEAR EXPRESS,Spain,N
1378,Bel Air Helicopters,BEH,BLUECOPTER,Denmark,N
1379,Berkut Air,BEK,BERKUT,Kazakhstan,N
1380,BETA - Brazilian Express Transportes Aereos,BET,BETA CARGO,Brazil,N
1381,Basler Flight Service,BFC,BASLER,United States,N
1382,Bear Flight,BFG,BEARFLIGHT,Sweden,N
1383,Buffalo Airways,BFL,BUFFALO,Canada,N
1384,Bombardier,BFO,BOMBARDIER,Canada,N
1385,Burkina Airlines,BFR,BURKLINES,Burkina Faso,N
1386,Business Flight Sweden,BFS,BUSINESS FLIGHT,Sweden,N
1387,Bahrain Defence Force,BFW,SUMMAN,Bahrain,N
1388,BH Air,BGH,BALKAN HOLIDAYS,Bulgaria,N
1389,British Gulf International,BGI,BRITISH GULF,S,N
1390,British Gulf International-Fez,BGK,GULF INTER,Kyrgyzstan,N
1391,Benin Golf Air,BGL,BENIN GOLF,Benin,N
1392,Bugulma Air Enterprise,BGM,BUGAVIA,Russia,N
1393,Budget Air Bangladesh,BGR,BUDGET AIR,Bangladesh,N
1394,Bergen Air Transport,BGT,BERGEN AIR,Norway,N
1395,Buddha Air,BHA,BUDDHA AIR,Nepal,N
1396,Balkh Airlines,BHI,SHARIF,Afghanistan,N
1397,Bristow Helicopters,BHL,BRISTOW,United Kingdom,N
1398,Bristow Helicopters Nigeria,BHN,BRISTOW HELICOPTERS,Nigeria,N
1399,Bhoja Airlines,BHO,BHOJA,Pakistan,N
1400,Belair Airlines,BHP,BELAIR,Switzerland,Y
1401,Bighorn Airways,BHR,BIGHORN AIR,United States,N
1402,Bahamasair,BHS,BAHAMAS,Bahamas,Y
1403,Bright Air,BHT,BRIGHTAIR,Netherlands,N
1404,Bringer Air Cargo Taxi Aereo,,,Brazil,N
1405,Balkan Bulgarian Airlines,,,,Y
1406,BA Connect,,,United Kingdom,N
1407,Bosphorus European Airways,BHY,BOSPHORUS,Turkey,N
1408,Binair,BID,BINAIR,Germany,N
1409,Big Island Air,BIG,BIG ISLE,United States,N
1410,British International Helicopters,BIH,BRINTEL,United Kingdom,Y
1411,Billund Air Center,BIL,BILAIR,Denmark,N
1412,Boise Interagency Fire Center,BIN,BISON-AIR,United States,N
1413,Bird Leasing,BIR,BIRD AIR,United States,N
1414,Bizjet Ltd,BIZ,BIZZ,United Kingdom,N
1415,Baja Air,BJA,BAJA AIR,Mexico,N
1416,Baltic Jet Aircompany,BJC,BALTIC JET,Latvia,N
1417,Business Jet Solutions,BJS,SOLUTION,United States,N
1418,Bankair,BKA,BANKAIR,United States,N
1419,BF-Lento OY,BKF,BAKERFLIGHT,Finland,Y
1420,Barken International,BKJ,BARKEN JET,United States,N
1421,Bangkok Airways,BKP,BANGKOK AIR,Thailand,Y
1422,Bukovyna,BKV,BUKOVYNA,Ukraine,N
1423,Blue Bird Aviation,BLB,BLUEBIRD SUDAN,Sudan,N
1424,Bellesavia,BLC,BELLESAVIA,Belarus,N
1425,Blue Line,BLE,BLUE BERRY,France,N
1426,Blue1,BLF,BLUEFIN,Finland,Y
1427,Belgavia,BLG,BELGAVIA,Belgium,N
1428,Blue Horizon Travel Club,BLH,BLUE HORIZON,United States,N
1429,Blue Jet,BLJ,BLUEWAY,Spain,N
1430,Baltic Airlines,BLL,BALTIC AIRLINES,Russia,Y
1431,Blue Airways,BLM,BLUE ARMENIA,Armenia,N
1432,Bali International Air Service,BLN,BIAR,Indonesia,N
1433,Bearskin Lake Air Service,BLS,BEARSKIN,Canada,Y
1434,Baltic Aviation,BLT,BALTAIR,United States,N
1435,Bellview Airlines,BLV,BELLVIEW AIRLINES,Nigeria,Y
1436,bmi,BMA,MIDLAND,United Kingdom,Y
1437,British Medical Charter,BMD,BRITISH MEDICAL,United Kingdom,N
1438,Briggs Marine Environmental Services,BME,BRIGGS,United Kingdom,N
1439,Bristow Masayu Helicopters,BMH,MASAYU,Indonesia,N
1440,bmibaby,BMI,BABY,United Kingdom,Y
1441,Bemidji Airlines,BMJ,BEMIDJI,United States,Y
1442,Bismillah Airlines,BML,BISMILLAH,Bangladesh,N
1443,Bowman Aviation,BMN,BOWMAN,United States,N
1444,British Midland Regional,BMR,,United Kingdom,Y
1445,BMW,BMW,BMW-FLIGHT,Germany,N
1446,Banco de Mexico,BMX,BANXICO,Mexico,N
1447,Bond Offshore Helicopters,BND,BOND,United Kingdom,N
1448,Benina Air,BNE,BENINA AIR,Libya,N
1449,BN Group Limited,BNG,VECTIS,United Kingdom,N
1450,Blue Nile Ethiopia Trading,BNL,NILE TRADING,Ethiopia,N
1451,Bonair Aviation,BNR,BONAIR,Canada,N
1452,Bancstar - Valley National Corporation,BNS,BANCSTAR,United States,N
1453,Bentiu Air Transport,BNT,BENTIU AIR,Sudan,N
1454,Benane Aviation Corporation,BNV,BENANE,Mauritania,N
1455,British North West Airlines,BNW,BRITISH NORTH,United Kingdom,N
1456,Boniair,BOA,KUMANOVO,Macedonia,N
1457,Bond Air Services,BOD,UGABOND,Uganda,N
1458,Boeing,BOE,BOEING,United States,N
1459,Bordaire,BOF,BORDAIR,Canada,N
1460,Bookajet Limited,BOO,BOOKAJET,United Kingdom,N
1461,Bouraq Indonesia Airlines,BOU,BOURAQ,Indonesia,N
1462,Blue Panorama Airlines,BPA,BLUE PANOROMA,Italy,Y
1463,Berkhut ZK,BPK,VENERA,Kazakhstan,N
1464,Bundepolizei-Fliegertruppe,BPO,PIROL,Germany,N
1465,Budapest Aircraft Services/Manx2,BPS,BASE,Hungary,Y
1466,Bonus Aviation,BPT,BONUS,United Kingdom,N
1467,British Petroleum Exploration,BPX,,Colombia,N
1468,BRA-Transportes Aereos,BRB,BRA-TRANSPAEREOS,Brazil,N
1469,Brock Air Services,BRD,BROCK AIR,Canada,N
1470,Breeze Ltd,BRE,AVIABREEZE,Ukraine,N
1471,Bering Air,BRG,BERING AIR,United States,Y
1472,Briansk State Air Enterprise,BRK,BRIANSK-AVIA,Russia,N
1473,Branson Airlines,BRN,BRANSON,United States,N
1474,BASE Regional Airlines,BRO,COASTRIDER,Netherlands,N
1475,Brazilian Air Force,BRS,BRAZILIAN AIR FORCE,Brazil,Y
1476,British Regional Airlines,BRT,BRITISH,United Kingdom,N
1477,Belavia Belarusian Airlines,BRU,BELARUS AVIA,Belarus,Y
1478,Bravo Air Congo,BRV,BRAVO,Democratic Republic of the Congo,N
1479,Bright Aviation Services,BRW,BRIGHT SERVICES,Bulgaria,N
1480,Braniff International Airways,BNF,Braniff,United States,N
1481,Buffalo Express Airlines,BRX,BUFF EXPRESS,United States,N
1482,Burundayavia,BRY,BURAIR,Kazakhstan,N
1483,Bistair - Fez,BSC,BIG SHOT,Kyrgyzstan,N
1484,Blue Star Airlines,BSD,AIRLINES STAR,Mexico,N
1485,Brasair Transportes Aereos,BSI,BRASAIR,Brazil,N
1486,Blue Swann Aviation,BSJ,BLUE SWANN,United Kingdom,N
1487,Blue Sky Aviation,BSM,,Lebanon,N
1488,Bissau Aero Transporte,BSS,BISSAU AIRSYSTEM,Guinea-Bissau,N
1489,Best Air,BST,TUNCA,Turkey,N
1490,Blue Sky Airways,BSW,SKY BLUE,Czech Republic,N
1491,Big Sky Airlines,BSY,BIG SKY,United States,N
1492,BAL Bashkirian Airlines,BTC,BASHKIRIAN,Russia,N
1493,Baltijas Helicopters,BTH,BALTIJAS HELICOPTERS,Latvia,N
1494,Baltyka,BTK,BALTYKA,Ukraine,N
1495,Baltia Air Lines,BTL,BALTIA FLIGHT,United States,N
1496,Botir-Avia,BTR,BOTIR-AVIA,Kyrgyzstan,N
1497,Business Express,GAA,BIZEX,United States,N
1498,BT-Slavuta,BTT,BEETEE-SLAVUTA,Ukraine,N
1499,Metro Batavia,BTV,BATAVIA,Indonesia,Y
1500,Bulgarian Air Charter,BUC,BULGARIAN CHARTER,Bulgaria,N
1501,Blue Airlines,BUL,BLUE AIRLINES,Democratic Republic of the Congo,N
1502,Buryat Airlines Aircompany,BUN,BURAL,Russia,N
1503,Buzz Stansted,BUZ,BUZZ,United Kingdom,N
1504,Buffalo Airways,BVA,BUFFALO AIR,United States,N
1505,Bulgarian Aeronautical Centre,BVC,BULGARIAN WINGS,Bulgaria,N
1506,Baron Aviation Services,BVN,SHOW-ME,United States,N
1507,Berjaya Air,BVT,BERJAYA,Malaysia,Y
1508,Bellview Airlines,BVU, Sierra Leone,,N
1509,Blue Wings,BWG,BLUE WINGS,Germany,Y
1510,Blue Wing Airlines,BWI,BLUE TAIL,Suriname,N
1511,BWA (2002) Ltd,BWL,BRITWORLD,United Kingdom,N
1512,Bahrain Executive Air Services,BXA,BEXAIR,Bahrain,N
1513,Bar XH Air,BXH,PALLISER,Canada,N
1514,Brussels International Airlines,BXI,XENIA,Belgium,N
1515,BAX Global,,,,N
1516,Redding Aero Enterprises,BXR,BOXER,United States,N
1517,Berry Aviation,BYA,BERRY,United States,N
1518,Bylina Joint-Stock Company,BYL,BYLINA,Russia,N
1519,Berytos Airlines,BYR,,Lebanon,N
1520,Bayu Indonesia Air,BYE,BAYU,Indonesia,N
1521,Bizair Fluggesellschaft,BZA,BERLIN BEAR,Germany,N
1522,Brit Air,BZH,BRITAIR,France,Y
1523,Butane Buzzard Aviation Corporation,BZZ,BUZZARD,United Kingdom,N
1524,Business Flight Salzburg,AUJ,AUSTROJET,Austria,N
1525,BKS Air (Rivaflecha),CKM,COSMOS,Spain,N
1526,Bristol Flying Centre,CLF,CLIFTON,United Kingdom,N
1527,Barnes Olsen Aeroleasing,CLN,SEELINE,United Kingdom,N
1528,Baltimore Air Transport,CPJ,CORPJET,United States,N
1529,Boston-Maine Airways,CXS,CLIPPER CONNECTION,United States,N
1530,Brussels Airlines,DAT,BEE-LINE,Belgium,Y
1531,Baltimore Airways,EAH,EASTERN,United States,N
1532,Bond Aviation,EBA,BOND AVIATION,Italy,N
1533,Brazilian Army Aviation,EXB,BRAZILIAN ARMY,Brazil,N
1534,Business Express Delivery,EXP,EXPRESS AIR,Canada,N
1535,Bel Limited,FOS,,Russia,N
1536,Bangkok Aviation Center,HAW,THAI HAWK,Thailand,N
1537,Benair,HAX,SCOOP,Norway,N
1538,Binter Canarias,IBB,,Spain,Y
1539,Bonyad Airlines,IRJ,BONYAD AIR,Iran,N
1540,Burundaiavia,IVR,RERUN,Kazakhstan,N
1541,Blue Air,JOR,BLUE TRANSPORT,Romania,Y
1542,British Mediterranean Airways,LAJ,BEE MED,United Kingdom,Y
1543,Belle Air,LBY,ALBAN-BELLE,Albania,N
1544,Blom Geomatics,LED,SWEEPER,Norway,N
1545,Benin Littoral Airways,LTL,LITTORAL,Benin,N
1546,Bombardier Business Jet Solutions,LXJ,FLEXJET,United States,N
1547,Bulgaria Air,LZB,FLYING BULGARIA,Bulgaria,Y
1548,Brazilian Navy Aviation,MBR,BRAZILIAN NAVY,Brazil,N
1549,Barents AirLink,NKF,NORDFLIGHT,Sweden,Y
1550,Belgian Navy,NYB,BELGIAN NAVY,Belgium,N
1551,Bakoji Airlines Services,OGJ,BAKO AIR,Nigeria,N
1552,Benders Air,PEB,PALEMA,Sweden,N
1553,Balmoral Central Contracts,PNT,PORTNET,South Africa,N
1554,BGB Air,POI,BOJBAN,Kazakhstan,N
1555,Butte Aviation,PPS,PIPESTONE,United States,N
1556,Bond Air Services,RHD,RED HEAD,United Kingdom,N
1557,Business Airfreight,RLR,RATTLER,United States,N
1558,BAC Express Airlines,RPX,RAPEX,United Kingdom,N
1559,Boscombe Down DERA (Formation),RRS,BLACKBOX,United Kingdom,N
1560,Business Jet Sweden,SCJ,SCANJET,Sweden,N
1561,British Airways Shuttle,SHT,SHUTTLE,United Kingdom,N
1562,British Sky Broadcasting,SKH,SKYNEWS,United Kingdom,N
1563,Bell Helicopter Textron,TXB,TEXTRON,Canada,N
1564,Buzzaway Limited,UKA,UKAY,United Kingdom,N
1565,Biz Jet Charter,VLX,AVOLAR,United States,N
1566,Blue Chip Jet,VOL,BLUE SPEED,Sweden,N
1567,BAE Systems,WFD,AVRO,United Kingdom,N
1568,BAE Systems,WTN,TARNISH,United Kingdom,N
1569,Baseops International,XBO,,United States,N
1570,Bureau Veritas,XDA,,France,N
1571,British Airways,XMS,SANTA,United Kingdom,N
1572,Boskovic Air Charters Limited,ZBA,BOSKY,Kenya,N
1573,C Air Jet Airlines,SRJ,SYRJET,Syrian Arab Republic,N
1574,C N Air,ORO,CAPRI,Spain,N
1575,C and M Aviation,TIP,TRANSPAC,United States,N
1576,C&M Airways,RWG,RED WING,United States,N
1577,C.S.P.,RMU, Societe,AIR-MAUR,N
1578,CABI,CBI,CABI,Ukraine,N
1579,CAI,CPI,AIRCAI,Italy,N
1580,CAL Cargo Air Lines,ICL,CAL,Israel,Y
1581,CAM Air Management,CMR,CAMEO,United Kingdom,N
1582,CATA L,CTZ,CATA,Argentina,N
1583,CCF Manager Airline,CCF,TOMCAT,Germany,N
1584,CEDTA (Compania Ecuatoriana De Transportes Aereos),CED,CEDTA,Ecuador,N
1585,CHC Denmark,HBI,HELIBIRD,Denmark,N
1586,CHC Helicopters,HEM,HEMS,Australia,N
1587,CHC Airways,SCH,,Netherlands,N
1588,CHC Helikopter Service,HKS,HELIBUS,Norway,N
1589,CI-Tours,VCI,CI-TOURS,Ivory Coast,N
1590,CKC Services,CKC,,United States,N
1591,CM Stair,CMZ,CEE-EM STAIRS,Mauritania,N
1592,CNET,CNT,KNET,France,N
1593,COAPA AIR,OAP,COAPA,Mexico,N
1594,COMAV,PDR,SPEEDSTER,Namibia,N
1595,CRI Helicopters Mexico,CRH,HELI-MEX,Mexico,N
1596,CSA Air,IRO,IRON AIR,United States,N
1597,CSE Aviation,CSE,OXFORD,United Kingdom,N
1598,CTK Network Aviation,CTQ,CITYLINK,Ghana,N
1599,Cabair College of Air Training,CBR,CABAIR,United Kingdom,N
